Month,DepartmentType,LocationName,Area,NumberOfAttendancesEpisode,NumberMeetingTargetEpisode,AttendanceGreater8hrs,AttendanceGreater12hrs,UnaccountedAttendanceWait,DischargeDestinationAdmissionToSame,DischargeDestinationOtherSpecialty,DischargeDestinationResidence,DischargeDestinationTransfer,DischargeDestinationUnknown,Year,NumberMeetingTargetEpisodePercentage,AttendanceGreater8hrsPercentage,AttendanceGreater12hrsPercentage,UnaccountedAttendanceWaitPercentage,DischargeDestinationAdmissionToSamePercentage,DischargeDestinationOtherSpecialtyPercentage,DischargeDestinationResidencePercentage,DischargeDestinationTransferPercentage,DischargeDestinationUnknownPercentage
09-2020,Emergency Department,Western Isles Hospital,NHS Western Isles,384.0,374.0,0.0,0.0,10.0,111.0,0.0,264.0,1.0,8.0,2020,97.4,0.0,0.0,2.6,28.91,0.0,68.75,0.26,2.08
09-2020,Minor Injury Unit or Other,Uist & Barra Hospital,NHS Western Isles,94.0,93.0,0.0,0.0,1.0,6.0,0.0,87.0,0.0,1.0,2020,98.94,0.0,0.0,1.06,6.38,0.0,92.55,0.0,1.06
10-2020,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,4628.0,4025.0,173.0,74.0,356.0,1503.0,12.0,2874.0,33.0,206.0,2020,86.97,3.74,1.6,7.69,32.48,0.26,62.1,0.71,4.45
10-2020,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,2515.0,2093.0,105.0,36.0,281.0,844.0,7.0,1554.0,76.0,34.0,2020,83.22,4.17,1.43,11.17,33.56,0.28,61.79,3.02,1.35
10-2020,Emergency Department,Borders General Hospital,NHS Borders,2167.0,1924.0,14.0,0.0,229.0,725.0,1.0,1396.0,35.0,10.0,2020,88.79,0.65,0.0,10.57,33.46,0.05,64.42,1.62,0.46
10-2020,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,821.0,768.0,8.0,2.0,43.0,66.0,0.0,698.0,45.0,12.0,2020,93.54,0.97,0.24,5.24,8.04,0.0,85.02,5.48,1.46
10-2020,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2319.0,2160.0,2.0,0.0,157.0,775.0,7.0,1480.0,30.0,27.0,2020,93.14,0.09,0.0,6.77,33.42,0.3,63.82,1.29,1.16
10-2020,Emergency Department,Victoria Hospital,NHS Fife,4612.0,4252.0,4.0,0.0,356.0,1492.0,12.0,3016.0,40.0,52.0,2020,92.19,0.09,0.0,7.72,32.35,0.26,65.39,0.87,1.13
10-2020,Minor Injury Unit or Other,Adamson Hospital,NHS Fife,117.0,116.0,0.0,0.0,1.0,0.0,0.0,111.0,3.0,3.0,2020,99.15,0.0,0.0,0.85,0.0,0.0,94.87,2.56,2.56
10-2020,Minor Injury Unit or Other,St Andrews Community Hospital,NHS Fife,201.0,201.0,0.0,0.0,0.0,0.0,0.0,190.0,10.0,1.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,94.53,4.98,0.5
10-2020,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1201.0,1200.0,1.0,0.0,0.0,9.0,0.0,1103.0,77.0,12.0,2020,99.92,0.08,0.0,0.0,0.75,0.0,91.84,6.41,1.0
10-2020,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,1797.0,1794.0,0.0,0.0,3.0,11.0,0.0,1703.0,11.0,72.0,2020,99.83,0.0,0.0,0.17,0.61,0.0,94.77,0.61,4.01
10-2020,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,3806.0,3472.0,11.0,1.0,322.0,1386.0,9.0,2336.0,16.0,59.0,2020,91.22,0.29,0.03,8.46,36.42,0.24,61.38,0.42,1.55
10-2020,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,4081.0,3472.0,38.0,4.0,567.0,1278.0,13.0,2580.0,10.0,200.0,2020,85.08,0.93,0.1,13.89,31.32,0.32,63.22,0.25,4.9
10-2020,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,970.0,956.0,0.0,0.0,14.0,99.0,0.0,866.0,0.0,5.0,2020,98.56,0.0,0.0,1.44,10.21,0.0,89.28,0.0,0.52
10-2020,Emergency Department,Dr Gray's Hospital,NHS Grampian,1795.0,1599.0,20.0,1.0,175.0,491.0,2.0,1287.0,13.0,2.0,2020,89.08,1.11,0.06,9.75,27.35,0.11,71.7,0.72,0.11
10-2020,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,997.0,980.0,3.0,0.0,14.0,100.0,0.0,853.0,37.0,7.0,2020,98.29,0.3,0.0,1.4,10.03,0.0,85.56,3.71,0.7
10-2020,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,1991.0,1825.0,23.0,1.0,142.0,494.0,1.0,1426.0,30.0,40.0,2020,91.66,1.16,0.05,7.13,24.81,0.05,71.62,1.51,2.01
10-2020,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,4098.0,3557.0,82.0,0.0,459.0,1277.0,10.0,2656.0,94.0,61.0,2020,86.8,2.0,0.0,11.2,31.16,0.24,64.81,2.29,1.49
10-2020,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,5915.0,5001.0,125.0,13.0,776.0,1904.0,18.0,3691.0,131.0,171.0,2020,84.55,2.11,0.22,13.12,32.19,0.3,62.4,2.21,2.89
10-2020,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1206.0,1205.0,0.0,0.0,1.0,0.0,0.0,1110.0,73.0,23.0,2020,99.92,0.0,0.0,0.08,0.0,0.0,92.04,6.05,1.91
10-2020,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1619.0,1617.0,0.0,0.0,2.0,0.0,1.0,1552.0,49.0,17.0,2020,99.88,0.0,0.0,0.12,0.0,0.06,95.86,3.03,1.05
10-2020,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,6631.0,5337.0,173.0,10.0,1111.0,2574.0,33.0,3835.0,57.0,132.0,2020,80.49,2.61,0.15,16.75,38.82,0.5,57.83,0.86,1.99
10-2020,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3799.0,3755.0,0.0,0.0,44.0,977.0,1.0,2815.0,2.0,4.0,2020,98.84,0.0,0.0,1.16,25.72,0.03,74.1,0.05,0.11
10-2020,Emergency Department,Lorn & Islands Hospital,NHS Highland,606.0,579.0,3.0,0.0,24.0,152.0,2.0,431.0,14.0,7.0,2020,95.54,0.5,0.0,3.96,25.08,0.33,71.12,2.31,1.16
10-2020,Emergency Department,Caithness General Hospital,NHS Highland,590.0,554.0,1.0,0.0,35.0,142.0,1.0,412.0,21.0,14.0,2020,93.9,0.17,0.0,5.93,24.07,0.17,69.83,3.56,2.37
10-2020,Emergency Department,Raigmore Hospital,NHS Highland,2438.0,2172.0,11.0,0.0,255.0,714.0,1.0,1618.0,19.0,86.0,2020,89.09,0.45,0.0,10.46,29.29,0.04,66.37,0.78,3.53
10-2020,Emergency Department,Belford Hospital,NHS Highland,559.0,531.0,0.0,0.0,28.0,90.0,0.0,445.0,20.0,4.0,2020,94.99,0.0,0.0,5.01,16.1,0.0,79.61,3.58,0.72
10-2020,Emergency Department,University Hospital Monklands,NHS Lanarkshire,4910.0,3956.0,132.0,24.0,798.0,1820.0,5.0,2966.0,95.0,24.0,2020,80.57,2.69,0.49,16.25,37.07,0.1,60.41,1.93,0.49
10-2020,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4439.0,3598.0,87.0,23.0,731.0,1336.0,12.0,3011.0,75.0,5.0,2020,81.05,1.96,0.52,16.47,30.1,0.27,67.83,1.69,0.11
10-2020,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5648.0,4858.0,155.0,30.0,605.0,1950.0,10.0,3613.0,56.0,19.0,2020,86.01,2.74,0.53,10.71,34.53,0.18,63.97,0.99,0.34
10-2020,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,2905.0,2601.0,18.0,2.0,284.0,1179.0,0.0,1714.0,2.0,10.0,2020,89.54,0.62,0.07,9.78,40.59,0.0,59.0,0.07,0.34
10-2020,Emergency Department,St John's Hospital,NHS Lothian,4099.0,3633.0,56.0,9.0,401.0,886.0,3.0,3164.0,43.0,3.0,2020,88.63,1.37,0.22,9.78,21.62,0.07,77.19,1.05,0.07
10-2020,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,8863.0,7683.0,153.0,14.0,1013.0,3338.0,7.0,5393.0,102.0,23.0,2020,86.69,1.73,0.16,11.43,37.66,0.08,60.85,1.15,0.26
10-2020,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3395.0,3306.0,4.0,1.0,84.0,438.0,0.0,2741.0,183.0,33.0,2020,97.38,0.12,0.03,2.47,12.9,0.0,80.74,5.39,0.97
10-2020,Emergency Department,The Balfour,NHS Orkney,454.0,425.0,2.0,1.0,26.0,139.0,0.0,314.0,0.0,1.0,2020,93.61,0.44,0.22,5.73,30.62,0.0,69.16,0.0,0.22
10-2020,Emergency Department,Gilbert Bain Hospital,NHS Shetland,443.0,439.0,0.0,0.0,4.0,140.0,0.0,295.0,1.0,7.0,2020,99.1,0.0,0.0,0.9,31.6,0.0,66.59,0.23,1.58
10-2020,Emergency Department,Ninewells Hospital,NHS Tayside,3761.0,3628.0,3.0,0.0,130.0,1398.0,2.0,2179.0,160.0,22.0,2020,96.46,0.08,0.0,3.46,37.17,0.05,57.94,4.25,0.58
10-2020,Emergency Department,Perth Royal Infirmary,NHS Tayside,1525.0,1503.0,2.0,0.0,20.0,275.0,1.0,1071.0,166.0,12.0,2020,98.56,0.13,0.0,1.31,18.03,0.07,70.23,10.89,0.79
10-2020,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,585.0,585.0,0.0,0.0,0.0,0.0,0.0,539.0,45.0,1.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,92.14,7.69,0.17
10-2020,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,304.0,304.0,0.0,0.0,0.0,0.0,0.0,294.0,10.0,0.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,96.71,3.29,0.0
10-2020,Emergency Department,Western Isles Hospital,NHS Western Isles,406.0,393.0,0.0,0.0,13.0,143.0,1.0,254.0,1.0,7.0,2020,96.8,0.0,0.0,3.2,35.22,0.25,62.56,0.25,1.72
10-2020,Minor Injury Unit or Other,Uist & Barra Hospital,NHS Western Isles,57.0,57.0,0.0,0.0,0.0,7.0,0.0,49.0,1.0,0.0,2020,100.0,0.0,0.0,0.0,12.28,0.0,85.96,1.75,0.0
11-2020,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,3689.0,3073.0,185.0,68.0,363.0,1361.0,6.0,2069.0,54.0,199.0,2020,83.3,5.01,1.84,9.84,36.89,0.16,56.09,1.46,5.39
11-2020,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,1985.0,1497.0,148.0,46.0,294.0,749.0,8.0,1150.0,51.0,27.0,2020,75.42,7.46,2.32,14.81,37.73,0.4,57.93,2.57,1.36
11-2020,Emergency Department,Borders General Hospital,NHS Borders,2123.0,1859.0,33.0,7.0,224.0,711.0,0.0,1359.0,45.0,8.0,2020,87.56,1.55,0.33,10.55,33.49,0.0,64.01,2.12,0.38
11-2020,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,822.0,751.0,14.0,4.0,53.0,72.0,1.0,669.0,59.0,21.0,2020,91.36,1.7,0.49,6.45,8.76,0.12,81.39,7.18,2.55
11-2020,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2261.0,2119.0,3.0,0.0,139.0,767.0,0.0,1448.0,22.0,24.0,2020,93.72,0.13,0.0,6.15,33.92,0.0,64.04,0.97,1.06
11-2020,Emergency Department,Victoria Hospital,NHS Fife,4165.0,3748.0,31.0,0.0,386.0,1367.0,6.0,2712.0,33.0,47.0,2020,89.99,0.74,0.0,9.27,32.82,0.14,65.11,0.79,1.13
11-2020,Minor Injury Unit or Other,Adamson Hospital,NHS Fife,104.0,101.0,0.0,0.0,3.0,2.0,0.0,98.0,4.0,0.0,2020,97.12,0.0,0.0,2.88,1.92,0.0,94.23,3.85,0.0
11-2020,Minor Injury Unit or Other,St Andrews Community Hospital,NHS Fife,210.0,210.0,0.0,0.0,0.0,0.0,0.0,205.0,5.0,0.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,97.62,2.38,0.0
11-2020,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1149.0,1143.0,0.0,0.0,6.0,2.0,0.0,1082.0,56.0,9.0,2020,99.48,0.0,0.0,0.52,0.17,0.0,94.17,4.87,0.78
11-2020,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,1461.0,1459.0,0.0,0.0,2.0,13.0,0.0,1360.0,6.0,82.0,2020,99.86,0.0,0.0,0.14,0.89,0.0,93.09,0.41,5.61
11-2020,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,3743.0,3451.0,26.0,12.0,254.0,1339.0,5.0,2325.0,23.0,51.0,2020,92.2,0.69,0.32,6.79,35.77,0.13,62.12,0.61,1.36
11-2020,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,4009.0,3465.0,47.0,3.0,494.0,1141.0,13.0,2630.0,18.0,207.0,2020,86.43,1.17,0.07,12.32,28.46,0.32,65.6,0.45,5.16
11-2020,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1018.0,1002.0,2.0,0.0,14.0,81.0,0.0,933.0,1.0,3.0,2020,98.43,0.2,0.0,1.38,7.96,0.0,91.65,0.1,0.29
11-2020,Emergency Department,Dr Gray's Hospital,NHS Grampian,1726.0,1621.0,4.0,0.0,101.0,482.0,0.0,1234.0,8.0,2.0,2020,93.92,0.23,0.0,5.85,27.93,0.0,71.49,0.46,0.12
11-2020,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,947.0,919.0,2.0,0.0,26.0,97.0,1.0,801.0,41.0,7.0,2020,97.04,0.21,0.0,2.75,10.24,0.11,84.58,4.33,0.74
11-2020,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,1926.0,1769.0,19.0,0.0,138.0,455.0,4.0,1400.0,23.0,44.0,2020,91.85,0.99,0.0,7.17,23.62,0.21,72.69,1.19,2.28
11-2020,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,3700.0,3303.0,49.0,1.0,347.0,1197.0,8.0,2358.0,72.0,65.0,2020,89.27,1.32,0.03,9.38,32.35,0.22,63.73,1.95,1.76
11-2020,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,5433.0,4825.0,55.0,7.0,546.0,1770.0,25.0,3409.0,125.0,104.0,2020,88.81,1.01,0.13,10.05,32.58,0.46,62.75,2.3,1.91
11-2020,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1400.0,1399.0,0.0,0.0,1.0,0.0,0.0,1271.0,78.0,51.0,2020,99.93,0.0,0.0,0.07,0.0,0.0,90.79,5.57,3.64
11-2020,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1519.0,1511.0,0.0,0.0,8.0,0.0,0.0,1454.0,51.0,14.0,2020,99.47,0.0,0.0,0.53,0.0,0.0,95.72,3.36,0.92
11-2020,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,6177.0,5001.0,232.0,16.0,928.0,2241.0,18.0,3757.0,60.0,101.0,2020,80.96,3.76,0.26,15.02,36.28,0.29,60.82,0.97,1.64
11-2020,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3837.0,3792.0,0.0,0.0,45.0,994.0,0.0,2839.0,2.0,2.0,2020,98.83,0.0,0.0,1.17,25.91,0.0,73.99,0.05,0.05
11-2020,Emergency Department,Lorn & Islands Hospital,NHS Highland,563.0,543.0,1.0,0.0,19.0,154.0,0.0,388.0,11.0,10.0,2020,96.45,0.18,0.0,3.37,27.35,0.0,68.92,1.95,1.78
11-2020,Emergency Department,Caithness General Hospital,NHS Highland,567.0,532.0,5.0,2.0,28.0,140.0,0.0,392.0,22.0,13.0,2020,93.83,0.88,0.35,4.94,24.69,0.0,69.14,3.88,2.29
11-2020,Emergency Department,Raigmore Hospital,NHS Highland,2383.0,2117.0,21.0,0.0,245.0,634.0,4.0,1642.0,18.0,85.0,2020,88.84,0.88,0.0,10.28,26.61,0.17,68.9,0.76,3.57
11-2020,Emergency Department,Belford Hospital,NHS Highland,543.0,513.0,0.0,0.0,30.0,106.0,2.0,420.0,11.0,4.0,2020,94.48,0.0,0.0,5.52,19.52,0.37,77.35,2.03,0.74
11-2020,Emergency Department,University Hospital Monklands,NHS Lanarkshire,4399.0,3684.0,96.0,15.0,604.0,1686.0,4.0,2608.0,91.0,10.0,2020,83.75,2.18,0.34,13.73,38.33,0.09,59.29,2.07,0.23
11-2020,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4126.0,3553.0,68.0,13.0,492.0,1282.0,4.0,2745.0,80.0,15.0,2020,86.11,1.65,0.32,11.92,31.07,0.1,66.53,1.94,0.36
11-2020,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5096.0,4274.0,213.0,71.0,538.0,1806.0,3.0,3206.0,59.0,22.0,2020,83.87,4.18,1.39,10.56,35.44,0.06,62.91,1.16,0.43
11-2020,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,2649.0,2375.0,22.0,1.0,251.0,1130.0,0.0,1511.0,0.0,8.0,2020,89.66,0.83,0.04,9.48,42.66,0.0,57.04,0.0,0.3
11-2020,Emergency Department,St John's Hospital,NHS Lothian,3577.0,3188.0,34.0,6.0,349.0,773.0,6.0,2755.0,39.0,4.0,2020,89.12,0.95,0.17,9.76,21.61,0.17,77.02,1.09,0.11
11-2020,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,8172.0,6784.0,161.0,30.0,1197.0,3219.0,6.0,4825.0,103.0,19.0,2020,83.02,1.97,0.37,14.65,39.39,0.07,59.04,1.26,0.23
11-2020,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3298.0,3194.0,2.0,0.0,102.0,410.0,0.0,2751.0,105.0,32.0,2020,96.85,0.06,0.0,3.09,12.43,0.0,83.41,3.18,0.97
11-2020,Emergency Department,The Balfour,NHS Orkney,437.0,424.0,0.0,0.0,13.0,136.0,0.0,296.0,2.0,3.0,2020,97.03,0.0,0.0,2.97,31.12,0.0,67.73,0.46,0.69
11-2020,Emergency Department,Gilbert Bain Hospital,NHS Shetland,443.0,433.0,1.0,0.0,9.0,149.0,0.0,291.0,1.0,2.0,2020,97.74,0.23,0.0,2.03,33.63,0.0,65.69,0.23,0.45
11-2020,Emergency Department,Ninewells Hospital,NHS Tayside,3572.0,3457.0,0.0,0.0,115.0,1395.0,7.0,2020.0,125.0,25.0,2020,96.78,0.0,0.0,3.22,39.05,0.2,56.55,3.5,0.7
11-2020,Emergency Department,Perth Royal Infirmary,NHS Tayside,1470.0,1443.0,0.0,0.0,27.0,258.0,0.0,1065.0,137.0,10.0,2020,98.16,0.0,0.0,1.84,17.55,0.0,72.45,9.32,0.68
11-2020,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,584.0,584.0,0.0,0.0,0.0,0.0,0.0,555.0,29.0,0.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,95.03,4.97,0.0
11-2020,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,273.0,273.0,0.0,0.0,0.0,0.0,0.0,263.0,10.0,0.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,96.34,3.66,0.0
11-2020,Emergency Department,Western Isles Hospital,NHS Western Isles,362.0,352.0,0.0,0.0,10.0,125.0,1.0,229.0,3.0,4.0,2020,97.24,0.0,0.0,2.76,34.53,0.28,63.26,0.83,1.1
11-2020,Minor Injury Unit or Other,Uist & Barra Hospital,NHS Western Isles,77.0,76.0,0.0,0.0,1.0,2.0,0.0,75.0,0.0,0.0,2020,98.7,0.0,0.0,1.3,2.6,0.0,97.4,0.0,0.0
12-2020,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,3811.0,3030.0,380.0,218.0,183.0,1253.0,9.0,2245.0,47.0,257.0,2020,79.51,9.97,5.72,4.8,32.88,0.24,58.91,1.23,6.74
12-2020,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,1848.0,1374.0,179.0,53.0,242.0,692.0,8.0,1088.0,30.0,30.0,2020,74.35,9.69,2.87,13.1,37.45,0.43,58.87,1.62,1.62
12-2020,Emergency Department,Borders General Hospital,NHS Borders,1997.0,1565.0,96.0,38.0,298.0,688.0,3.0,1263.0,38.0,5.0,2020,78.37,4.81,1.9,14.92,34.45,0.15,63.24,1.9,0.25
12-2020,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,692.0,616.0,13.0,3.0,60.0,44.0,1.0,575.0,54.0,18.0,2020,89.02,1.88,0.43,8.67,6.36,0.14,83.09,7.8,2.6
12-2020,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,1916.0,1689.0,8.0,1.0,218.0,674.0,7.0,1191.0,21.0,23.0,2020,88.15,0.42,0.05,11.38,35.18,0.37,62.16,1.1,1.2
12-2020,Emergency Department,Victoria Hospital,NHS Fife,3980.0,3460.0,84.0,8.0,428.0,1360.0,11.0,2494.0,36.0,79.0,2020,86.93,2.11,0.2,10.75,34.17,0.28,62.66,0.9,1.98
12-2020,Minor Injury Unit or Other,Adamson Hospital,NHS Fife,81.0,80.0,0.0,0.0,1.0,2.0,0.0,76.0,3.0,0.0,2020,98.77,0.0,0.0,1.23,2.47,0.0,93.83,3.7,0.0
12-2020,Minor Injury Unit or Other,St Andrews Community Hospital,NHS Fife,113.0,113.0,0.0,0.0,0.0,0.0,0.0,108.0,5.0,0.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,95.58,4.42,0.0
12-2020,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,761.0,761.0,0.0,0.0,0.0,2.0,0.0,707.0,48.0,4.0,2020,100.0,0.0,0.0,0.0,0.26,0.0,92.9,6.31,0.53
12-2020,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,1033.0,1032.0,0.0,0.0,1.0,1.0,0.0,966.0,2.0,64.0,2020,99.9,0.0,0.0,0.1,0.1,0.0,93.51,0.19,6.2
12-2020,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,3446.0,3066.0,17.0,4.0,359.0,1359.0,12.0,2005.0,19.0,51.0,2020,88.97,0.49,0.12,10.42,39.44,0.35,58.18,0.55,1.48
12-2020,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,3559.0,2808.0,100.0,12.0,639.0,1260.0,12.0,1999.0,17.0,271.0,2020,78.9,2.81,0.34,17.95,35.4,0.34,56.17,0.48,7.61
12-2020,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,787.0,772.0,0.0,0.0,15.0,71.0,1.0,713.0,0.0,2.0,2020,98.09,0.0,0.0,1.91,9.02,0.13,90.6,0.0,0.25
12-2020,Emergency Department,Dr Gray's Hospital,NHS Grampian,1719.0,1548.0,16.0,2.0,153.0,521.0,6.0,1177.0,11.0,4.0,2020,90.05,0.93,0.12,8.9,30.31,0.35,68.47,0.64,0.23
12-2020,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,888.0,859.0,1.0,0.0,28.0,107.0,0.0,722.0,52.0,7.0,2020,96.73,0.11,0.0,3.15,12.05,0.0,81.31,5.86,0.79
12-2020,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,1885.0,1624.0,36.0,3.0,222.0,502.0,9.0,1285.0,32.0,57.0,2020,86.15,1.91,0.16,11.78,26.63,0.48,68.17,1.7,3.02
12-2020,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,3829.0,3214.0,150.0,5.0,460.0,1265.0,10.0,2438.0,56.0,60.0,2020,83.94,3.92,0.13,12.01,33.04,0.26,63.67,1.46,1.57
12-2020,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,5263.0,4658.0,39.0,1.0,565.0,1825.0,14.0,3181.0,93.0,150.0,2020,88.5,0.74,0.02,10.74,34.68,0.27,60.44,1.77,2.85
12-2020,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1175.0,1175.0,0.0,0.0,0.0,0.0,1.0,1092.0,52.0,30.0,2020,100.0,0.0,0.0,0.0,0.0,0.09,92.94,4.43,2.55
12-2020,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1367.0,1366.0,0.0,0.0,1.0,2.0,0.0,1287.0,63.0,15.0,2020,99.93,0.0,0.0,0.07,0.15,0.0,94.15,4.61,1.1
12-2020,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,6054.0,4904.0,154.0,21.0,975.0,2377.0,33.0,3495.0,41.0,108.0,2020,81.0,2.54,0.35,16.11,39.26,0.55,57.73,0.68,1.78
12-2020,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3479.0,3435.0,1.0,0.0,43.0,855.0,5.0,2619.0,0.0,0.0,2020,98.74,0.03,0.0,1.24,24.58,0.14,75.28,0.0,0.0
12-2020,Emergency Department,Lorn & Islands Hospital,NHS Highland,491.0,478.0,1.0,0.0,12.0,148.0,1.0,321.0,13.0,8.0,2020,97.35,0.2,0.0,2.44,30.14,0.2,65.38,2.65,1.63
12-2020,Emergency Department,Caithness General Hospital,NHS Highland,582.0,539.0,7.0,2.0,34.0,136.0,1.0,420.0,18.0,7.0,2020,92.61,1.2,0.34,5.84,23.37,0.17,72.16,3.09,1.2
12-2020,Emergency Department,Raigmore Hospital,NHS Highland,2224.0,1937.0,25.0,1.0,261.0,663.0,1.0,1474.0,16.0,70.0,2020,87.1,1.12,0.04,11.74,29.81,0.04,66.28,0.72,3.15
12-2020,Emergency Department,Belford Hospital,NHS Highland,467.0,437.0,0.0,0.0,30.0,112.0,0.0,336.0,16.0,3.0,2020,93.58,0.0,0.0,6.42,23.98,0.0,71.95,3.43,0.64
12-2020,Emergency Department,University Hospital Monklands,NHS Lanarkshire,4444.0,3560.0,141.0,37.0,706.0,1693.0,4.0,2641.0,82.0,24.0,2020,80.11,3.17,0.83,15.89,38.1,0.09,59.43,1.85,0.54
12-2020,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4085.0,3395.0,72.0,19.0,599.0,1345.0,4.0,2672.0,55.0,9.0,2020,83.11,1.76,0.47,14.66,32.93,0.1,65.41,1.35,0.22
12-2020,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,4602.0,3431.0,270.0,78.0,823.0,1506.0,8.0,3007.0,58.0,23.0,2020,74.55,5.87,1.69,17.88,32.72,0.17,65.34,1.26,0.5
12-2020,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,2484.0,2022.0,56.0,19.0,387.0,1088.0,0.0,1385.0,3.0,8.0,2020,81.4,2.25,0.76,15.58,43.8,0.0,55.76,0.12,0.32
12-2020,Emergency Department,St John's Hospital,NHS Lothian,3512.0,3065.0,92.0,25.0,330.0,809.0,3.0,2667.0,29.0,4.0,2020,87.27,2.62,0.71,9.4,23.04,0.09,75.94,0.83,0.11
12-2020,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,7973.0,6151.0,333.0,80.0,1409.0,3287.0,6.0,4559.0,95.0,26.0,2020,77.15,4.18,1.0,17.67,41.23,0.08,57.18,1.19,0.33
